"segment_id","all_count","non_srl_count","food_count","drink_count","wrapper_count","bottle_count","can_count","LSOA","Loc","unique_ID","segment_distance","land_use","LSOA_Name","Region","imd_score","income_score","employment_score","education_score","health_score","crime_score","housing_score","environment_score","imd_quintile","urban_rural"
"26990",10,1,1,0,1,0,0,"E01032323","Loc_003","1660545333626",60,"Main roads","Worcester 014A","West Midlands (England)",5.867,0.045,0.043,4.027,-0.737,-0.707,21.672,9.918,1,"Urban city and town"
"26991",90,14,8,3,7,0,0,"E01032323","Loc_003","1660545333641",52.8,"Main roads","Worcester 014A","West Midlands (England)",5.867,0.045,0.043,4.027,-0.737,-0.707,21.672,9.918,1,"Urban city and town"
"26993",3,2,0,0,0,0,0,"E01032323","Loc_012","1660545787586",56.3,"Low Obstruction housing areas","Worcester 014A","West Midlands (England)",5.867,0.045,0.043,4.027,-0.737,-0.707,21.672,9.918,1,"Urban city and town"
"26994",4,1,0,0,0,0,0,"E01032323","Loc_009","1660545798158",54.7,"Medium Obstruction housing areas","Worcester 014A","West Midlands (England)",5.867,0.045,0.043,4.027,-0.737,-0.707,21.672,9.918,1,"Urban city and town"
"26995",4,2,0,0,0,0,0,"E01032323","Loc_009","1660545798174",48.3,"Medium Obstruction housing areas","Worcester 014A","West Midlands (England)",5.867,0.045,0.043,4.027,-0.737,-0.707,21.672,9.918,1,"Urban city and town"
"27000",6,5,1,2,1,0,0,"E01032323","Loc_013","1660546136748",50.9,"Main roads","Worcester 014A","West Midlands (England)",5.867,0.045,0.043,4.027,-0.737,-0.707,21.672,9.918,1,"Urban city and town"
"27001",2,1,1,0,0,0,0,"E01032323","Loc_013","1660546257486",51.8,"Main roads","Worcester 014A","West Midlands (England)",5.867,0.045,0.043,4.027,-0.737,-0.707,21.672,9.918,1,"Urban city and town"
"27004",5,3,0,1,0,0,1,"E01032323","Loc_011","1660546535097",50.8,"Low Obstruction housing areas","Worcester 014A","West Midlands (England)",5.867,0.045,0.043,4.027,-0.737,-0.707,21.672,9.918,1,"Urban city and town"
"27005",3,1,0,0,0,0,0,"E01032323","Loc_011","1660546644206",54.1,"Low Obstruction housing areas","Worcester 014A","West Midlands (England)",5.867,0.045,0.043,4.027,-0.737,-0.707,21.672,9.918,1,"Urban city and town"
"27008",5,3,0,1,0,0,0,"E01032323","Loc_002","1660546819994",50.8,"Medium Obstruction housing areas","Worcester 014A","West Midlands (England)",5.867,0.045,0.043,4.027,-0.737,-0.707,21.672,9.918,1,"Urban city and town"
"27009",4,1,0,0,0,0,0,"E01032323","Loc_002","1660546936486",63,"Medium Obstruction housing areas","Worcester 014A","West Midlands (England)",5.867,0.045,0.043,4.027,-0.737,-0.707,21.672,9.918,1,"Urban city and town"
"27025",3,1,0,0,0,0,0,"E01032323","Loc_015","1660547132439",39,"Medium Obstruction housing areas","Worcester 014A","West Midlands (England)",5.867,0.045,0.043,4.027,-0.737,-0.707,21.672,9.918,1,"Urban city and town"
"27026",15,3,1,1,1,0,0,"E01032323","Loc_004","1660547151740",56.7,"Low Obstruction housing areas","Worcester 014A","West Midlands (England)",5.867,0.045,0.043,4.027,-0.737,-0.707,21.672,9.918,1,"Urban city and town"
"27027",38,17,3,1,2,0,0,"E01032323","Loc_004","1660547151767",51.7,"Low Obstruction housing areas","Worcester 014A","West Midlands (England)",5.867,0.045,0.043,4.027,-0.737,-0.707,21.672,9.918,1,"Urban city and town"
"27030",5,4,0,1,0,0,0,"E01032323","Loc_015","1660547205473",46.2,"Medium Obstruction housing areas","Worcester 014A","West Midlands (England)",5.867,0.045,0.043,4.027,-0.737,-0.707,21.672,9.918,1,"Urban city and town"
"27036",17,4,0,1,0,0,0,"E01032323","Loc_010","1660547531880",55.1,"Low Obstruction housing areas","Worcester 014A","West Midlands (England)",5.867,0.045,0.043,4.027,-0.737,-0.707,21.672,9.918,1,"Urban city and town"
"27058",51,17,9,4,8,0,1,"E01032290","Loc_014","1660549296106",56.5,"Other highways","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27059",50,5,1,0,0,0,0,"E01032290","Loc_014","1660549430308",61.4,"Other highways","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27060",6,6,0,2,0,0,0,"E01032290","Loc_005","1660549507711",52,"Low Obstruction housing areas","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27061",3,3,2,0,2,0,0,"E01032290","Loc_005","1660549507739",56.4,"Low Obstruction housing areas","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27068",36,10,4,2,3,0,1,"E01032290","Loc_008","1660549613598",48.7,"Main roads","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27069",52,5,1,4,1,1,0,"E01032290","Loc_008","1660549747139",48.7,"Main roads","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27074",81,23,7,6,6,1,0,"E01032290","Loc_004","1660549913663",57.2,"Low Obstruction housing areas","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27075",15,7,3,0,3,0,0,"E01032290","Loc_004","1660550056293",53.7,"Low Obstruction housing areas","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27088",22,16,0,1,0,0,1,"E01032290","Loc_015","1660550257177",56.3,"Low Obstruction housing areas","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27089",3,3,0,0,0,0,0,"E01032290","Loc_015","1660550362704",57.7,"Low Obstruction housing areas","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27092",1,1,0,0,0,0,0,"E01032290","Loc_010","1660550402080",53.4,"Low Obstruction housing areas","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27093",5,1,0,0,0,0,0,"E01032290","Loc_010","1660550402101",57,"Low Obstruction housing areas","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27096",3,0,0,0,0,0,0,"E01032290","Loc_012","1660550604102",56.8,"Low Obstruction housing areas","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27097",2,1,0,0,0,0,0,"E01032290","Loc_012","1660550604119",56.6,"Low Obstruction housing areas","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27098",42,1,0,1,0,0,0,"E01032290","Loc_009","1660550745352",54.7,"Medium Obstruction housing areas","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27099",13,5,0,0,0,0,0,"E01032290","Loc_009","1660550745373",50.6,"Medium Obstruction housing areas","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27102",8,3,1,0,1,0,0,"E01032290","Loc_003","1660550904079",50.5,"Medium Obstruction housing areas","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27103",13,5,1,1,1,0,0,"E01032290","Loc_003","1660550904098",53.4,"Medium Obstruction housing areas","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27112",9,6,0,0,0,0,0,"E01032290","Loc_007","1660551171987",56.6,"Low Obstruction housing areas","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27113",6,2,0,0,0,0,0,"E01032290","Loc_007","1660551172004",50.4,"Low Obstruction housing areas","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27115",8,2,1,1,0,0,0,"E01032290","Loc_006","1660551258610",54.2,"Low Obstruction housing areas","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27118",5,3,1,0,1,0,0,"E01032290","Loc_001","1660551392549",50.7,"Medium Obstruction housing areas","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27119",13,4,1,1,1,0,0,"E01032290","Loc_001","1660551392572",50.9,"Medium Obstruction housing areas","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27124",18,8,1,1,1,0,0,"E01032290","Loc_002","1660551822121",59.3,"Low Obstruction housing areas","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27126",11,5,1,0,1,0,0,"E01032290","Loc_002","1660551822155",57.9,"Low Obstruction housing areas","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27127",14,4,0,0,0,0,0,"E01032290","Loc_011","1660551956608",51.5,"Low Obstruction housing areas","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27128",19,13,3,3,2,1,0,"E01032290","Loc_011","1660551956626",54.9,"Low Obstruction housing areas","Worcester 012E","West Midlands (England)",9.614,0.053,0.056,9.999,-0.355,-1.192,29.661,9.461,2,"Urban city and town"
"27180",25,7,2,1,2,0,0,"E01032183","Loc_014","1660554297971",52.3,"Main roads","Malvern Hills 003D","West Midlands (England)",7.92,0.045,0.061,9.697,-0.693,-0.89,17.184,18.383,1,"Rural town and fringe"
"27185",7,2,0,1,0,0,0,"E01032183","Loc_014","1660554423886",53.5,"Main roads","Malvern Hills 003D","West Midlands (England)",7.92,0.045,0.061,9.697,-0.693,-0.89,17.184,18.383,1,"Rural town and fringe"
"27196",3,1,0,0,0,0,0,"E01032183","Loc_007","1660554789191",57.1,"Low Obstruction housing areas","Malvern Hills 003D","West Midlands (England)",7.92,0.045,0.061,9.697,-0.693,-0.89,17.184,18.383,1,"Rural town and fringe"
"27197",4,3,0,1,0,0,0,"E01032183","Loc_007","1660554789233",56.1,"Low Obstruction housing areas","Malvern Hills 003D","West Midlands (England)",7.92,0.045,0.061,9.697,-0.693,-0.89,17.184,18.383,1,"Rural town and fringe"
"27204",7,3,1,0,1,0,0,"E01032183","Loc_005","1660555111493",48.4,"Medium Obstruction housing areas","Malvern Hills 003D","West Midlands (England)",7.92,0.045,0.061,9.697,-0.693,-0.89,17.184,18.383,1,"Rural town and fringe"
"27205",5,2,0,0,0,0,0,"E01032183","Loc_005","1660555111535",56.2,"Medium Obstruction housing areas","Malvern Hills 003D","West Midlands (England)",7.92,0.045,0.061,9.697,-0.693,-0.89,17.184,18.383,1,"Rural town and fringe"
"27216",5,1,0,0,0,0,0,"E01032183","Loc_006","1660555359030",56.1,"Low Obstruction housing areas","Malvern Hills 003D","West Midlands (England)",7.92,0.045,0.061,9.697,-0.693,-0.89,17.184,18.383,1,"Rural town and fringe"
"27217",6,3,1,0,1,0,0,"E01032183","Loc_006","1660555359053",51.2,"Low Obstruction housing areas","Malvern Hills 003D","West Midlands (England)",7.92,0.045,0.061,9.697,-0.693,-0.89,17.184,18.383,1,"Rural town and fringe"
"27218",1,0,0,0,0,0,0,"E01032183","Loc_010","1660555853884",56.2,"Rural roads","Malvern Hills 003D","West Midlands (England)",7.92,0.045,0.061,9.697,-0.693,-0.89,17.184,18.383,1,"Rural town and fringe"
"27223",2,1,1,0,1,0,0,"E01032183","Loc_010","1660556062986",51.5,"Rural roads","Malvern Hills 003D","West Midlands (England)",7.92,0.045,0.061,9.697,-0.693,-0.89,17.184,18.383,1,"Rural town and fringe"
"27224",2,0,0,0,0,0,0,"E01032183","Loc_011","1660556131176",50.8,"Low Obstruction housing areas","Malvern Hills 003D","West Midlands (England)",7.92,0.045,0.061,9.697,-0.693,-0.89,17.184,18.383,1,"Rural town and fringe"
"27225",3,2,0,0,0,0,0,"E01032183","Loc_011","1660556131204",50.6,"Low Obstruction housing areas","Malvern Hills 003D","West Midlands (England)",7.92,0.045,0.061,9.697,-0.693,-0.89,17.184,18.383,1,"Rural town and fringe"
"27247",1,0,0,0,0,0,0,"E01032183","Loc_013","1660556448600",49.9,"Low Obstruction housing areas","Malvern Hills 003D","West Midlands (England)",7.92,0.045,0.061,9.697,-0.693,-0.89,17.184,18.383,1,"Rural town and fringe"
"27251",2,2,0,1,0,0,0,"E01032183","Loc_008","1660556635128",43.2,"Rural roads","Malvern Hills 003D","West Midlands (England)",7.92,0.045,0.061,9.697,-0.693,-0.89,17.184,18.383,1,"Rural town and fringe"
"27252",7,4,0,2,0,1,0,"E01032183","Loc_008","1660556635144",56.4,"Rural roads","Malvern Hills 003D","West Midlands (England)",7.92,0.045,0.061,9.697,-0.693,-0.89,17.184,18.383,1,"Rural town and fringe"
"27255",1,1,0,0,0,0,0,"E01032183","Loc_003","1660556920711",50.8,"Low Obstruction housing areas","Malvern Hills 003D","West Midlands (England)",7.92,0.045,0.061,9.697,-0.693,-0.89,17.184,18.383,1,"Rural town and fringe"
"27256",1,1,0,0,0,0,0,"E01032183","Loc_003","1660556920727",49.6,"Low Obstruction housing areas","Malvern Hills 003D","West Midlands (England)",7.92,0.045,0.061,9.697,-0.693,-0.89,17.184,18.383,1,"Rural town and fringe"
"27261",6,3,1,0,0,0,0,"E01032183","Loc_002","1660557172434",51.1,"Low Obstruction housing areas","Malvern Hills 003D","West Midlands (England)",7.92,0.045,0.061,9.697,-0.693,-0.89,17.184,18.383,1,"Rural town and fringe"
"27262",2,1,0,0,0,0,0,"E01032183","Loc_002","1660557172451",54.9,"Low Obstruction housing areas","Malvern Hills 003D","West Midlands (England)",7.92,0.045,0.061,9.697,-0.693,-0.89,17.184,18.383,1,"Rural town and fringe"
"27265",2,2,0,2,0,0,0,"E01032183","Loc_015","1660557193868",56.8,"Low Obstruction housing areas","Malvern Hills 003D","West Midlands (England)",7.92,0.045,0.061,9.697,-0.693,-0.89,17.184,18.383,1,"Rural town and fringe"
"27266",5,5,2,0,2,0,0,"E01032183","Loc_015","1660557193882",60.7,"Low Obstruction housing areas","Malvern Hills 003D","West Midlands (England)",7.92,0.045,0.061,9.697,-0.693,-0.89,17.184,18.383,1,"Rural town and fringe"
"27292",3,0,0,0,0,0,0,"E01032183","Loc_009","1660559353839",54.1,"Rural roads","Malvern Hills 003D","West Midlands (England)",7.92,0.045,0.061,9.697,-0.693,-0.89,17.184,18.383,1,"Rural town and fringe"
"27293",5,2,0,0,0,0,0,"E01032183","Loc_012","1660559530454",37.8,"Rural roads","Malvern Hills 003D","West Midlands (England)",7.92,0.045,0.061,9.697,-0.693,-0.89,17.184,18.383,1,"Rural town and fringe"
"27317",6,3,2,0,2,0,0,"E01032481","Loc_008","1660561556343",50.1,"Rural roads","Wyre Forest 005C","West Midlands (England)",39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,5,"Rural town and fringe"
"27318",11,10,1,8,1,2,4,"E01032481","Loc_008","1660561556360",50,"Rural roads","Wyre Forest 005C","West Midlands (England)",39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,5,"Rural town and fringe"
"27322",3,3,1,1,1,0,1,"E01032481","Loc_013","1660562346978",61.5,"Rural roads","Wyre Forest 005C","West Midlands (England)",39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,5,"Rural town and fringe"
"27329",33,9,3,0,3,0,0,"E01032481","Loc_011","1660562628262",49.1,"Main roads","Wyre Forest 005C","West Midlands (England)",39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,5,"Rural town and fringe"
"27334",3,3,0,2,0,1,0,"E01032481","Loc_015","1660563320763",54.3,"Rural roads","Wyre Forest 005C","West Midlands (England)",39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,5,"Rural town and fringe"
"27335",6,6,2,2,1,0,0,"E01032481","Loc_015","1660563354388",51,"Rural roads","Wyre Forest 005C","West Midlands (England)",39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,5,"Rural town and fringe"
"27339",8,7,2,3,1,1,0,"E01032481","Loc_001","1660563698030",72.3,"Rural roads","Wyre Forest 005C","West Midlands (England)",39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,5,"Rural town and fringe"
"27340",2,2,1,1,1,0,1,"E01032481","Loc_001","1660563704696",52.3,"Rural roads","Wyre Forest 005C","West Midlands (England)",39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,5,"Rural town and fringe"
"27341",12,11,5,0,4,0,0,"E01032481","Loc_002","1660564102659",53.1,"Rural roads","Wyre Forest 005C","West Midlands (England)",39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,5,"Rural town and fringe"
"27342",13,12,1,7,1,3,1,"E01032481","Loc_002","1660564134419",53.4,"Rural roads","Wyre Forest 005C","West Midlands (England)",39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,5,"Rural town and fringe"
"27346",2,2,0,0,0,0,0,"E01032481","Loc_006","1660564555855",50.3,"Rural roads","Wyre Forest 005C","West Midlands (England)",39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,5,"Rural town and fringe"
"27350",5,5,1,1,0,0,0,"E01032481","Loc_014","1660564824498",54.6,"Rural roads","Wyre Forest 005C","West Midlands (England)",39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,5,"Rural town and fringe"
"27351",2,1,1,0,1,0,0,"E01032481","Loc_014","1660564838927",49.6,"Rural roads","Wyre Forest 005C","West Midlands (England)",39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,5,"Rural town and fringe"
"27352",10,9,5,1,5,0,0,"E01032481","Loc_012","1660565184759",54.2,"Rural roads","Wyre Forest 005C","West Midlands (England)",39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,5,"Rural town and fringe"
"27353",10,10,5,1,4,0,0,"E01032481","Loc_012","1660565184794",54.2,"Rural roads","Wyre Forest 005C","West Midlands (England)",39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,5,"Rural town and fringe"
"27355",13,10,2,5,2,1,2,"E01032481","Loc_005","1660565324752",54.6,"Rural roads","Wyre Forest 005C","West Midlands (England)",39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,5,"Rural town and fringe"
"27356",1,1,0,1,0,0,1,"E01032481","Loc_005","1660565324769",55.6,"Rural roads","Wyre Forest 005C","West Midlands (England)",39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,5,"Rural town and fringe"
"27359",7,7,1,4,1,2,0,"E01032481","Loc_007","1660565876712",66.6,"Rural roads","Wyre Forest 005C","West Midlands (England)",39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,5,"Rural town and fringe"
"27360",3,2,0,1,0,0,0,"E01032481","Loc_007","1660565935114",62.1,"Rural roads","Wyre Forest 005C","West Midlands (England)",39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,5,"Rural town and fringe"
"27362",74,66,13,32,12,12,5,"E01032481","Loc_010","1660566469032",49.7,"Main roads","Wyre Forest 005C","West Midlands (England)",39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,5,"Rural town and fringe"
"27363",292,246,81,87,63,25,26,"E01032481","Loc_010","1660566639591",49.1,"Main roads","Wyre Forest 005C","West Midlands (England)",39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,5,"Rural town and fringe"
"27364",72,53,18,27,15,9,10,"E01032481","Loc_009","1660567283946",53.3,"Main roads","Wyre Forest 005C","West Midlands (England)",39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,5,"Rural town and fringe"
"27372",34,26,8,13,4,4,2,"E01032481","Loc_003","1660567699220",52.5,"Main roads","Wyre Forest 005C","West Midlands (England)",39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,5,"Rural town and fringe"
"27373",42,31,9,12,9,3,0,"E01032481","Loc_004","1660567881879",50.4,"Main roads","Wyre Forest 005C","West Midlands (England)",39.351,0.191,0.162,36.549,0.567,0.24,45.596,45.724,5,"Rural town and fringe"
"27386",52,15,0,7,0,2,0,"E01009914","Loc_012","1660570537799",48.8,"Industry warehousing retail sheds & science parks","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27387",35,10,1,4,1,0,0,"E01009914","Loc_012","1660570537818",48.2,"Industry warehousing retail sheds & science parks","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27391",5,2,0,1,0,0,0,"E01009914","Loc_003","1660571045753",54.9,"Low Obstruction housing areas","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27392",4,2,0,2,0,0,0,"E01009914","Loc_003","1660571045767",60.9,"Low Obstruction housing areas","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27395",40,9,1,1,1,0,0,"E01009914","Loc_013","1660571074578",48.4,"Low Obstruction housing areas","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27396",20,6,0,3,0,0,0,"E01009914","Loc_013","1660571074594",49.3,"Low Obstruction housing areas","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27410",11,6,0,1,0,0,0,"E01009914","Loc_004","1660571418380",52.2,"Main roads","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27411",9,2,0,1,0,0,0,"E01009914","Loc_004","1660571418401",55.5,"Main roads","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27412",1,1,1,0,1,0,0,"E01009914","Loc_009","1660571419045",58.6,"Low Obstruction housing areas","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27413",8,5,0,1,0,0,0,"E01009914","Loc_009","1660571419059",60.2,"Low Obstruction housing areas","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27416",27,15,7,4,7,0,4,"E01009914","Loc_006","1660571716499",48.9,"Main roads","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27417",21,16,2,6,2,1,0,"E01009914","Loc_006","1660571716526",55.4,"Main roads","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27418",13,8,0,1,0,0,0,"E01009914","Loc_011","1660571831425",49.7,"Low Obstruction housing areas","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27419",15,5,0,3,0,0,0,"E01009914","Loc_011","1660571831443",47.2,"Low Obstruction housing areas","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27420",10,4,0,2,0,0,0,"E01009914","Loc_005","1660572006696",50.3,"Low Obstruction housing areas","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27421",25,7,0,2,0,0,0,"E01009914","Loc_005","1660572006744",52.1,"Low Obstruction housing areas","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27424",22,10,3,3,3,0,2,"E01009914","Loc_001","1660572217314",49.3,"Low Obstruction housing areas","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27425",10,3,2,1,2,0,0,"E01009914","Loc_001","1660572217342",54.5,"Low Obstruction housing areas","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27426",2,2,0,1,0,0,0,"E01009914","Loc_007","1660572282197",50,"Low Obstruction housing areas","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27429",8,4,0,0,0,0,0,"E01009914","Loc_008","1660572667641",51.3,"Medium Obstruction housing areas","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27430",8,4,0,2,0,0,0,"E01009914","Loc_008","1660572667659",54.7,"Medium Obstruction housing areas","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27433",30,11,2,4,2,0,0,"E01009914","Loc_002","1660572719169",48.1,"Low Obstruction housing areas","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27434",47,16,0,5,0,1,0,"E01009914","Loc_002","1660572719186",55.8,"Low Obstruction housing areas","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27439",19,7,2,1,2,0,0,"E01009914","Loc_010","1660573024607",54.8,"Low Obstruction housing areas","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27450",12,11,2,2,2,1,1,"E01009914","Loc_015","1660573360395",52.1,"Low Obstruction housing areas","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27451",7,4,1,0,1,0,0,"E01009914","Loc_015","1660573360413",50.2,"Low Obstruction housing areas","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27455",69,50,27,9,25,0,1,"E01009914","Loc_015","1660573502406",47.5,"Low Obstruction housing areas","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27456",58,31,11,12,11,2,2,"E01009914","Loc_015","1660573502427",41.9,"Low Obstruction housing areas","Dudley 021D","West Midlands (England)",5.987,0.044,0.054,8.731,-0.296,-1.202,9.422,7.888,1,"Urban major conurbation"
"27471",3,2,0,1,0,0,0,"E01019853","Loc_014","1660580333607",45.5,"Low Obstruction housing areas","South Derbyshire 006B","East Midlands (England)",7.032,0.063,0.041,10.537,-0.571,-0.831,13.873,14.795,1,"Rural town and fringe"
"27472",12,4,1,0,1,0,0,"E01019853","Loc_014","1660580333632",54.9,"Low Obstruction housing areas","South Derbyshire 006B","East Midlands (England)",7.032,0.063,0.041,10.537,-0.571,-0.831,13.873,14.795,1,"Rural town and fringe"
