mongo_id,object,material,brand,image_url,segment_id,lat,lon,LSOA,loc,segment_distance,land_use,lsoa_name,region,imd_score,income_score,employment_score,education_score,health_score,crime_score,housing_score,environment_score,urban_rural_desc,parent_company,brand_category,object_category
63542286b23685bd7e35be38,can,aluminum,pepsi,https://media.litterati.org/images/2022/10/22/250552-ltr_1666458135.332456_247921C1-C6CA-4C84-AB84-E8F0AA087625.jpg,35336,54.5214448587,-1.40571700255,E01012269,Loc_007,56.9,Rural roads,Stockton-on-Tees 005B,North East (England),8.883,0.046,0.045,6.053,-0.54,-0.43,34.506,5.005,Rural village and dispersed,Pepsico,softdrink,drink
634c29213c6b6453479354d1,can,aluminum,stellaartois,https://media.litterati.org/images/2022/10/16/293177-ltr_1665935578.220621_287F9B69-1889-473B-A9AE-C3D8C81FCF73.jpg,34617,51.3407623994,0.514117543005,E01016168,Loc_015,81.5,Medium Obstruction housing areas,Medway 037A,South East (England),26.205,0.184,0.133,29.333,0.068,0.711,18.533,13.006,Urban city and town,inbev,alcohol,drink
63516b8d8bfd011d192ba981,coffeecup,paper,costa,https://media.litterati.org/images/2022/10/20/289856-ltr-1666280243697_996dd00a-81da-47b3-afe6-3e3cb75a302b.jpg,35061,51.5641334,0.6449018,E01015817,Loc_010,55.0,Low Obstruction housing areas,Southend-on-Sea 003D,East of England,7.856,0.062,0.06,16.066,-0.625,-0.746,8.123,6.709,Urban city and town,Costa,fastfood,drink
634d700cda95f166717dad86,coffeecup,paper,mcdonalds,https://media.litterati.org/images/2022/10/17/111300-ltr-1666014752909_2626be89-2055-49e0-943a-73033d051674.jpg,34700,53.831311,-3.0219358,E01012724,Loc_007,52.0,Recreation areas,Blackpool 007D,North West (England),75.331,0.476,0.393,64.739,2.674,1.482,16.519,19.346,Urban city and town,McDonalds,fastfood,drink
6357e10254cab67d8d4f7d1b,can,aluminum,stellaartois,https://media.litterati.org/images/2022/10/25/289856-ltr-1666703441403_3e4a9ade-8eb2-46a1-8742-6c049a7853ef.jpg,35610,51.3821003,-0.2270839,E01004193,Loc_007,63.0,Medium Obstruction housing areas,Sutton 006D,London,12.377,0.096,0.051,16.219,-1.041,-0.439,30.77,12.171,Urban major conurbation,inbev,alcohol,drink
6357d9d999ce5610fb4bbc72,can,aluminum,redbull,https://media.litterati.org/images/2022/10/25/289856-ltr-1666701741171_618a7972-ab01-4387-b3fd-04d0a985ca04.jpg,35601,51.3813137,-0.2317253,E01004193,Loc_015,54.0,Medium Obstruction housing areas,Sutton 006D,London,12.377,0.096,0.051,16.219,-1.041,-0.439,30.77,12.171,Urban major conurbation,RedBull,softdrink,drink
634c18143c6b64534792f4aa,can,aluminum,cocacola,https://media.litterati.org/images/2022/10/16/293177-ltr_1665931135.559698_EE6E7818-F731-4D8E-85CA-8AFA68B6884D.jpg,34604,51.344039592,0.519504734268,E01016168,Loc_005,91.6,Low Obstruction housing areas,Medway 037A,South East (England),26.205,0.184,0.133,29.333,0.068,0.711,18.533,13.006,Urban city and town,cocacola,softdrink,drink
634ea8100b6154cbdec61862,can,aluminum,costa,https://media.litterati.org/images/2022/10/18/293181-ltr-1666097427844_98e5da4a-918f-4616-b519-97f707bf5935.jpg,34769,51.8893901,0.8525757,E01021675,Loc_006,110.0,Other retail commercial areas,Colchester 009C,East of England,8.213,0.054,0.056,4.331,-0.394,-0.17,21.161,8.949,Urban city and town,Costa,fastfood,drink
634ea0a50b6154cbdec612cc,cup,plastic,costa,https://media.litterati.org/images/2022/10/18/293181-ltr-1666097127151_0ae4c904-890c-45aa-a527-0d8d4f92b10c.jpg,34766,51.8899141,0.8526617,E01021675,Loc_014,106.0,Industry warehousing retail sheds & science parks,Colchester 009C,East of England,8.213,0.054,0.056,4.331,-0.394,-0.17,21.161,8.949,Urban city and town,Costa,fastfood,drink
635547db3faee69faf459fb6,cup,paper,mcdonalds,https://media.litterati.org/images/2022/10/23/289856-ltr-1666533181210_52fa21dd-ab55-40ca-8480-8dc321508994.jpg,35385,52.7512699,0.4104872,E01026667,Loc_013,55.0,Medium Obstruction housing areas,King's Lynn and West Norfolk 009B,East of England,21.657,0.093,0.098,19.941,0.737,0.281,11.238,37.303,Urban city and town,McDonalds,fastfood,drink
6363c463534b9263224877a3,bottle,plastic,lucozade,https://media.litterati.org/images/2022/10/17/111300-ltr-1666019780670_b9ee3c67-2422-431f-ba0d-f60d3e464334.jpg,34709,53.7878784,-3.0570447,E01012752,Loc_012,54.0,Other retail commercial areas,Blackpool 017C,,55.867,0.243,0.236,32.011,2.296,1.885,17.611,48.467,Urban city and town,Suntory,softdrink,drink
6363c463534b9263224877a3,can,aluminum,redbull,https://media.litterati.org/images/2022/10/17/111300-ltr-1666019780670_b9ee3c67-2422-431f-ba0d-f60d3e464334.jpg,34709,53.7878784,-3.0570447,E01012752,Loc_012,54.0,Other retail commercial areas,Blackpool 017C,,55.867,0.243,0.236,32.011,2.296,1.885,17.611,48.467,Urban city and town,RedBull,softdrink,drink
634ea1c80b6154cbdec6139a,bottle,plastic,lucozade,https://media.litterati.org/images/2022/10/18/292059-ltr_1666097547.99811_00AA64EB-C730-4BBE-B33D-B82331899178.jpg,34770,52.2130509653,-2.19244670123,E01032331,Loc_002,48.4,Low Obstruction housing areas,Worcester 002C,West Midlands (England),55.772,0.288,0.271,63.085,1.261,1.393,24.872,18.488,Urban city and town,Suntory,softdrink,drink
634ea1c80b6154cbdec6139a,bottlecap,plastic,lucozade,https://media.litterati.org/images/2022/10/18/292059-ltr_1666097547.99811_00AA64EB-C730-4BBE-B33D-B82331899178.jpg,34770,52.2130509653,-2.19244670123,E01032331,Loc_002,48.4,Low Obstruction housing areas,Worcester 002C,West Midlands (England),55.772,0.288,0.271,63.085,1.261,1.393,24.872,18.488,Urban city and town,Suntory,softdrink,drink
63526cbf73867b3fdce75244,can,aluminum,redbull,https://media.litterati.org/images/2022/10/21/293550-ltr-1666345760619_b4bbe77e-0ac8-4715-bd67-33c7a31bbe34.jpg,35110,52.2817789,0.1114547,E01018237,Loc_003,55.0,Rural roads,South Cambridgeshire 003A,East of England,6.055,0.055,0.047,4.118,-1.02,-0.465,16.055,13.053,Rural town and fringe,RedBull,softdrink,drink
634ecebcbd341d8d18066ad9,can,aluminum,cocacola,https://media.litterati.org/images/2022/10/18/289856-ltr-1666109072185_b8b16c1d-2b62-4e75-a5b7-95eab45729ae.jpg,34862,51.6707664,-0.0378968,E01001442,Loc_004,58.0,Medium Obstruction housing areas,Enfield 002A,London,44.482,0.314,0.176,38.838,0.466,0.256,42.508,36.758,Urban major conurbation,cocacola,softdrink,drink
6352a1cc74126f1c71eeb0fe,label,paper,tesco,https://media.litterati.org/images/2022/10/21/293177-ltr_1666358568.803946_9863D82B-A732-417E-8603-0228B74888CD.jpg,35204,51.0888165365,1.1845523055,E01024499,Loc_013,54.3,High Obstruction housing areas,Shepway 004A,South East (England),30.794,0.196,0.158,40.934,0.32,0.427,13.021,28.573,Urban city and town,Tesco,supermarket,drink
634ec793e270e7b08c92e478,bottlecap,aluminum,corona,https://media.litterati.org/images/2022/10/18/289856-ltr-1666106895317_5406447a-3b7f-4f46-ba5e-f4bbb9f3a6b7.jpg,34849,51.6699143,-0.0410547,E01001442,Loc_003,54.0,High Obstruction housing areas,Enfield 002A,London,44.482,0.314,0.176,38.838,0.466,0.256,42.508,36.758,Urban major conurbation,inbev,alcohol,drink
634ed0d6bd341d8d18066c4d,wrapper,plastic,kitkat,https://media.litterati.org/images/2022/10/18/289856-ltr-1666109589691_675581a5-8ce8-41cb-b734-7c0c1aab136f.jpg,34864,51.6714215,-0.0397959,E01001442,Loc_002,56.0,High Obstruction housing areas,Enfield 002A,London,44.482,0.314,0.176,38.838,0.466,0.256,42.508,36.758,Urban major conurbation,nestle,candy,food
634d73c5da95f166717db39b,wrapper,plastic,twix,https://media.litterati.org/images/2022/10/17/111300-ltr-1666020266327_36cc81a4-2ebf-43b9-a4fe-53be11b61b5f.jpg,34712,53.7856432,-3.0541063,E01012752,Loc_015,57.0,Medium Obstruction housing areas,Blackpool 017C,,55.867,0.243,0.236,32.011,2.296,1.885,17.611,48.467,Urban city and town,marswrigley,candy,food
6353b28bb23685bd7e34ca99,can,aluminum,pepsi,https://media.litterati.org/images/2022/10/22/293181-ltr_1666424681.3156219_726A305E-C69F-4721-A133-DB3BC64E9C58.jpg,35236,52.0447602942,0.727445886668,E01029915,Loc_006,51.9,Medium Obstruction housing areas,Babergh 007D,East of England,17.132,0.093,0.083,19.11,0.01,0.241,15.921,28.312,Urban city and town,Pepsico,softdrink,drink
634d73c2da95f166717db371,wrapper,plastic,milkybar,https://media.litterati.org/images/2022/10/17/111300-ltr-1666019756908_c2e9f899-1023-499c-a5ab-5b6be344bad6.jpg,34709,53.7879595,-3.0571507,E01012752,Loc_012,54.0,Other retail commercial areas,Blackpool 017C,,55.867,0.243,0.236,32.011,2.296,1.885,17.611,48.467,Urban city and town,nestle,candy,food
6352cc73a040757251aece64,bottle,plastic,fanta,https://media.litterati.org/images/2022/10/21/293177-ltr_1666363293.285658_B86437A8-382E-49BF-BB36-EB1FE876E09F.jpg,35222,51.0874143849,1.18745567277,E01024499,Loc_008,73.7,Medium Obstruction housing areas,Shepway 004A,South East (England),30.794,0.196,0.158,40.934,0.32,0.427,13.021,28.573,Urban city and town,cocacola,softdrink,drink
63528c9c73867b3fdce785fa,can,aluminum,fanta,https://media.litterati.org/images/2022/10/21/293550-ltr-1666353937657_97ac578d-f4e3-4d6f-b215-1b2e9e828572.jpg,35180,52.2564132,0.0623826,E01018237,Loc_015,54.0,Rural roads,South Cambridgeshire 003A,East of England,6.055,0.055,0.047,4.118,-1.02,-0.465,16.055,13.053,Rural town and fringe,cocacola,softdrink,drink
6353e722b23685bd7e34e17c,wrapper,plastic,cadbury,https://media.litterati.org/images/2022/10/22/250552-ltr_1666442871.413951_BC0489B7-7E64-4FF1-A224-16D2D17EB21E.jpg,35286,53.9358587517,-1.11082370393,E01013357,Loc_002,51.7,Medium Obstruction housing areas,York 021A,Yorkshire and The Humber,6.077,0.039,0.03,1.454,-1.165,-1.452,34.044,8.494,Urban city and town,Mondelez,candy,food
6352cb19a040757251aec82f,wrapper,paper,tictac,https://media.litterati.org/images/2022/10/21/293177-ltr_1666361214.677069_2DC50F77-B381-4522-8FE4-E40CDD5C3D3E.jpg,35216,51.0903573499,1.18207187156,E01024499,Loc_014,56.9,High Obstruction housing areas,Shepway 004A,South East (England),30.794,0.196,0.158,40.934,0.32,0.427,13.021,28.573,Urban city and town,Ferrero,candy,food
634eca07bd341d8d18066435,can,aluminum,redbull,https://media.litterati.org/images/2022/10/18/289856-ltr-1666107852314_d22ed56b-4885-434f-911c-82d4f96bdb44.jpg,34854,51.6712691,-0.0393966,E01001442,Loc_007,51.0,Medium Obstruction housing areas,Enfield 002A,London,44.482,0.314,0.176,38.838,0.466,0.256,42.508,36.758,Urban major conurbation,RedBull,softdrink,drink
634eca07bd341d8d18066435,can,aluminum,redbull,https://media.litterati.org/images/2022/10/18/289856-ltr-1666107852314_d22ed56b-4885-434f-911c-82d4f96bdb44.jpg,34854,51.6712691,-0.0393966,E01001442,Loc_007,51.0,Medium Obstruction housing areas,Enfield 002A,London,44.482,0.314,0.176,38.838,0.466,0.256,42.508,36.758,Urban major conurbation,RedBull,softdrink,drink
634eca07bd341d8d18066435,can,aluminum,redbull,https://media.litterati.org/images/2022/10/18/289856-ltr-1666107852314_d22ed56b-4885-434f-911c-82d4f96bdb44.jpg,34854,51.6712691,-0.0393966,E01001442,Loc_007,51.0,Medium Obstruction housing areas,Enfield 002A,London,44.482,0.314,0.176,38.838,0.466,0.256,42.508,36.758,Urban major conurbation,RedBull,softdrink,drink
634eca07bd341d8d18066435,can,aluminum,redbull,https://media.litterati.org/images/2022/10/18/289856-ltr-1666107852314_d22ed56b-4885-434f-911c-82d4f96bdb44.jpg,34854,51.6712691,-0.0393966,E01001442,Loc_007,51.0,Medium Obstruction housing areas,Enfield 002A,London,44.482,0.314,0.176,38.838,0.466,0.256,42.508,36.758,Urban major conurbation,RedBull,softdrink,drink
63525e4873867b3fdce74083,can,aluminum,fanta,https://media.litterati.org/images/2022/10/21/292059-ltr_1666342435.729679_3366603C-3EA4-491C-87F9-0419C191B339.jpg,35083,52.6532708564,-2.43134435571,E01014109,Loc_004,53.0,Low Obstruction housing areas,Telford and Wrekin 020D,West Midlands (England),24.456,0.146,0.109,30.194,0.395,1.183,8.808,5.515,Urban city and town,cocacola,softdrink,drink
634eaf540b6154cbdec62051,can,aluminum,cocacola,https://media.litterati.org/images/2022/10/18/292059-ltr_1666098426.8978338_311360B0-0E23-4412-B835-03BEEA24AA55.jpg,34780,52.2097278759,-2.18743935228,E01032331,Loc_006,50.5,Other retail commercial areas,Worcester 002C,West Midlands (England),55.772,0.288,0.271,63.085,1.261,1.393,24.872,18.488,Urban city and town,cocacola,softdrink,drink
6363c468122a3a6ae86d66e3,wrapper,plastic,kitkat,https://media.litterati.org/images/2022/10/18/289856-ltr-1666107195237_eeb69f60-bb70-47e8-8607-ad4da9395ee3.jpg,34850,51.6699661,-0.0406692,E01001442,Loc_003,56.0,High Obstruction housing areas,Enfield 002A,London,44.482,0.314,0.176,38.838,0.466,0.256,42.508,36.758,Urban major conurbation,nestle,candy,food
63541884b23685bd7e356691,can,aluminum,redbull,https://media.litterati.org/2022/10/22/250552-ltr_1666455515.197006_AA21E88D-9DB8-4AF2-8B34-825826BE1EA3.jpg,35329,54.5451822493,-1.40993524239,E01012269,Loc_014,58.0,Rural roads,Stockton-on-Tees 005B,North East (England),8.883,0.046,0.045,6.053,-0.54,-0.43,34.506,5.005,Rural village and dispersed,RedBull,softdrink,drink
6363c47a74f47cd62a6538e3,bottle,plastic,lucozade,https://media.litterati.org/images/2022/10/18/289856-ltr-1666105860700_7a57d9f9-9fa1-406f-b094-e9a19244cec7.jpg,34838,51.6690794,-0.0406177,E01001442,Loc_006,62.0,Other retail commercial areas,Enfield 002A,London,44.482,0.314,0.176,38.838,0.466,0.256,42.508,36.758,Urban major conurbation,Suntory,softdrink,drink
63563fbc8b45dafd0768f55b,coffeecup,paper,costa,https://media.litterati.org/images/2022/10/23/250552-ltr_1666544061.095202_2E74CFAE-29C4-4922-99D0-FD2D5130B04B.jpg,35429,53.5337648355,-0.0956382487848,E01013192,Loc_007,58.3,Medium Obstruction housing areas,North East Lincolnshire 021D,Yorkshire and The Humber,30.733,0.232,0.176,28.294,0.66,-0.153,8.11,20.911,Urban city and town,Costa,fastfood,drink
6351682f8bfd011d192ba8e4,chipsbag,plastic,sensations,https://media.litterati.org/images/2022/10/20/289856-ltr-1666279421711_104117f9-2468-4904-a030-38bb449dba84.jpg,35055,51.5646295,0.6466608,E01015817,Loc_006,81.0,Rural roads,Southend-on-Sea 003D,East of England,7.856,0.062,0.06,16.066,-0.625,-0.746,8.123,6.709,Urban city and town,Pepsico,snack,
6352cb1ca040757251aec859,cup,paper,mcdonalds,https://media.litterati.org/2022/10/21/293177-ltr_1666361135.428845_9E201DF6-147C-4019-B430-FB454AE977A3.jpg,35215,51.0903021613,1.18204372729,E01024499,Loc_014,53.8,High Obstruction housing areas,Shepway 004A,South East (England),30.794,0.196,0.158,40.934,0.32,0.427,13.021,28.573,Urban city and town,McDonalds,fastfood,drink
6352cb1ca040757251aec859,lid,plastic,mcdonalds,https://media.litterati.org/2022/10/21/293177-ltr_1666361135.428845_9E201DF6-147C-4019-B430-FB454AE977A3.jpg,35215,51.0903021613,1.18204372729,E01024499,Loc_014,53.8,High Obstruction housing areas,Shepway 004A,South East (England),30.794,0.196,0.158,40.934,0.32,0.427,13.021,28.573,Urban city and town,McDonalds,fastfood,drink
634d7006da95f166717dad0b,coffeecup,paper,costa,https://media.litterati.org/images/2022/10/17/111300-ltr-1666013761425_9979eab7-4c5e-44f2-a52d-479015b66728.jpg,34692,53.8318838,-3.0169656,E01012724,Loc_015,55.0,Low Obstruction housing areas,Blackpool 007D,North West (England),75.331,0.476,0.393,64.739,2.674,1.482,16.519,19.346,Urban city and town,Costa,fastfood,drink
634b03d429a2cd34cc06455f,cup,paper,kfc,https://media.litterati.org/images/2022/10/15/284192-ltr-1665844693105_430968a4-f171-401b-ba23-f8cb4b0848c1.jpg,34391,54.57021,-1.313349,E01012266,Loc_009,67.0,Industry warehousing retail sheds & science parks,Stockton-on-Tees 014E,North East (England),74.481,0.479,0.346,85.424,2.354,1.227,13.993,4.906,Urban city and town,KFC,fastfood,drink
634abc377c340cb8d094c744,box,paper,smarties,https://media.litterati.org/images/2022/10/15/293177-ltr_1665841978.084718_CF044273-4699-4A6F-8086-CD89AADB4C58.jpg,34384,51.2834473188,0.498997243122,E01024322,Loc_012,58.9,Low Obstruction housing areas,Maidstone 003C,South East (England),5.17,0.041,0.052,5.448,-0.648,-1.051,11.782,11.318,Urban city and town,nestle,candy,Other
634bf0533c6b64534792aa37,cup,plastic,mcdonalds,https://media.litterati.org/images/2022/10/16/289856-ltr-1665915923994_f528e407-81e6-4f8b-9daa-280968008506.jpg,34547,52.2280676,-0.908293,E01027158,Loc_009,53.0,Industry warehousing retail sheds & science parks,Northampton 028B,East Midlands (England),20.48,0.087,0.055,23.448,0.029,1.072,15.364,43.187,Urban city and town,McDonalds,fastfood,drink
634bf0533c6b64534792aa37,lid,plastic,mcdonalds,https://media.litterati.org/images/2022/10/16/289856-ltr-1665915923994_f528e407-81e6-4f8b-9daa-280968008506.jpg,34547,52.2280676,-0.908293,E01027158,Loc_009,53.0,Industry warehousing retail sheds & science parks,Northampton 028B,East Midlands (England),20.48,0.087,0.055,23.448,0.029,1.072,15.364,43.187,Urban city and town,McDonalds,fastfood,drink
634975be48a907931f8df48b,coffeecup,paper,costa,https://media.litterati.org/images/2022/10/14/205922-ltr_1665741703.0990381_55558796-F060-4890-9900-B459E61692BE.jpg,34070,51.11828506,-2.9992421684,E01029100,Loc_004,54.3,High Obstruction housing areas,Sedgemoor 013D,South West (England),46.205,0.285,0.198,63.591,0.593,0.939,13.016,41.492,Urban city and town,Costa,fastfood,drink
634bb5293c6b6453479232c7,can,aluminum,pepsi,https://media.litterati.org/images/2022/10/16/292059-ltr_1665905447.358182_9054787E-DFDA-4213-AE8B-AF51410DF0EC.jpg,34460,52.5049520424,-0.708659570665,E01026983,Loc_009,50.5,Medium Obstruction housing areas,Corby 002F,East Midlands (England),30.87,0.177,0.141,47.855,1.053,-0.299,24.438,6.681,Urban city and town,Pepsico,softdrink,drink
634839739bf6418c3e79183c,wrapper,plastic,snickers,https://media.litterati.org/images/2022/10/13/292059-ltr_1665677624.7487469_1381D60A-B28C-439D-A5CD-56E93372DC78.jpg,33945,52.7177268295,-1.54575092143,E01025954,Loc_002,53.3,Rural roads,North West Leicestershire 008E,East Midlands (England),11.075,0.064,0.048,16.122,-0.315,-1.102,27.942,17.932,Rural town and fringe,marswrigley,candy,food
634840649bf6418c3e794c5b,cup,plastic,costa,https://media.litterati.org/images/2022/10/13/292059-ltr_1665679411.054408_43187342-7751-4F0A-994A-9E8D89FFEFB7.jpg,33955,52.7103112485,-1.55577500581,E01025954,Loc_006,53.7,Rural roads,North West Leicestershire 008E,East Midlands (England),11.075,0.064,0.048,16.122,-0.315,-1.102,27.942,17.932,Rural town and fringe,Costa,fastfood,drink
634840649bf6418c3e794c5b,lid,plastic,costa,https://media.litterati.org/images/2022/10/13/292059-ltr_1665679411.054408_43187342-7751-4F0A-994A-9E8D89FFEFB7.jpg,33955,52.7103112485,-1.55577500581,E01025954,Loc_006,53.7,Rural roads,North West Leicestershire 008E,East Midlands (England),11.075,0.064,0.048,16.122,-0.315,-1.102,27.942,17.932,Rural town and fringe,Costa,fastfood,drink
634bfa2a3c6b64534792b5fe,bottle,plastic,lucozade,https://media.litterati.org/images/2022/10/15/250552-ltr_1665851203.739915_20C27105-6053-4208-9169-0D006B18AA04.jpg,34424,53.5905029793,-2.38639581611,E01004787,Loc_004,55.3,Low Obstruction housing areas,Bolton 013A,North West (England),67.018,0.435,0.322,53.205,1.759,1.225,21.323,19.585,Urban major conurbation,Suntory,softdrink,drink
6363c45293f0baed95e2cd8e,drinkcarton,tetrapak,ribena,https://media.litterati.org/images/image/2022/10/15/292059-ltr_1665816145.149925_C0CFB89C-4097-4776-8D0D-2C88955BA824.jpg,34188,52.6389131684,-1.12085401323,E01013755,Loc_013,53.9,Medium Obstruction housing areas,Leicester 018F,East Midlands (England),44.532,0.338,0.185,56.644,0.796,0.102,21.816,25.697,Urban city and town,Suntory,softdrink,drink
634983597a038a407624f8ac,can,aluminum,heineken,https://media.litterati.org/images/2022/10/14/205922-ltr_1665744242.165856_5EE327EA-5A5A-473C-BDE5-42F140078C62.jpg,34084,51.1186121881,-3.00361498044,E01029100,Loc_009,52.2,Other retail commercial areas,Sedgemoor 013D,South West (England),46.205,0.285,0.198,63.591,0.593,0.939,13.016,41.492,Urban city and town,Heineken,alcohol,drink
634a82327c340cb8d094206d,can,aluminum,calsberg,https://media.litterati.org/images/2022/10/15/292059-ltr_1665827339.483535_34DE5E36-D012-4659-9272-50BF8FFA63BE.jpg,34267,52.6184479248,-1.15251407052,E01013635,Loc_009,48.3,Low Obstruction housing areas,Leicester 029A,East Midlands (England),29.161,0.141,0.109,18.827,0.682,1.064,13.423,50.699,Urban city and town,Calsberg,alcohol,drink
634a65737c340cb8d093f929,coffeecup,paper,costa,https://media.litterati.org/images/2022/10/15/292059-ltr_1665819964.572634_2F889689-E2BE-4894-B913-C9C982C9BDF3.jpg,34214,52.661558264,-1.13950389437,E01013604,Loc_001,52.5,Medium Obstruction housing areas,Leicester 003E,East Midlands (England),43.337,0.248,0.174,62.157,1.303,0.862,14.008,25.793,Urban city and town,Costa,fastfood,drink
634bfa2f3c6b64534792b691,can,aluminum,drpepper,https://media.litterati.org/images/2022/10/15/250552-ltr_1665851493.815669_9859891B-08EC-441B-9254-A7395D56FDA9.jpg,34428,53.5902464414,-2.38532708662,E01004787,Loc_012,55.0,Medium Obstruction housing areas,Bolton 013A,North West (England),67.018,0.435,0.322,53.205,1.759,1.225,21.323,19.585,Urban major conurbation,cocacola,softdrink,drink
634b040529a2cd34cc064a6f,can,aluminum,redbull,https://media.litterati.org/images/2022/10/15/284192-ltr-1665847966726_34a3efc1-62ae-4c59-b896-e39348964025.jpg,34406,54.5750604,-1.3037011,E01012266,Loc_001,67.0,Low Obstruction housing areas,Stockton-on-Tees 014E,North East (England),74.481,0.479,0.346,85.424,2.354,1.227,13.993,4.906,Urban city and town,RedBull,softdrink,drink
634c11b23c6b64534792e2a9,can,aluminum,pepsi,https://media.litterati.org/images/2022/10/16/293177-ltr_1665929434.485742_32CC59EB-7E0B-4797-8BA8-6CAF5953086A.jpg,34597,51.3469701318,0.518853458728,E01016168,Loc_008,50.5,Medium Obstruction housing areas,Medway 037A,South East (England),26.205,0.184,0.133,29.333,0.068,0.711,18.533,13.006,Urban city and town,Pepsico,softdrink,drink
634a9efb7c340cb8d0948459,cup,paper,cocacola,https://media.litterati.org/images/2022/10/15/250552-ltr_1665834478.151085_C8FB519D-6A5A-447D-8ABA-2B8CE6C68D21.jpg,34327,53.5848175939,-2.35746437252,E01005005,Loc_005,50.6,Rural roads,Bury 012C,North West (England),12.311,0.07,0.052,7.03,0.083,0.633,9.762,22.647,Urban major conurbation,cocacola,softdrink,drink
634b03d229a2cd34cc064532,can,aluminum,redbull,https://media.litterati.org/images/2022/10/15/284192-ltr-1665836940988_e43d3436-c6fa-4920-a3b4-c4e4bee39dfa.jpg,34342,54.4929528,-1.2640651,E01012233,Loc_013,58.0,Rural roads,Stockton-on-Tees 022C,North East (England),7.689,0.039,0.039,2.723,-0.459,-0.8,35.188,3.713,Urban city and town,RedBull,softdrink,drink
634a5fd5996a978fc3d67194,bottle,plastic,lucozade,https://media.litterati.org/images/2022/10/15/292059-ltr_1665818557.0313811_F9B69223-5CC8-4DD6-8AB7-AFC023D9204B.jpg,34207,52.6414490121,-1.1192035968,E01013755,Loc_002,48.9,High Obstruction housing areas,Leicester 018F,East Midlands (England),44.532,0.338,0.185,56.644,0.796,0.102,21.816,25.697,Urban city and town,Suntory,softdrink,drink
634a5fd5996a978fc3d67194,bottlecap,plastic,lucozade,https://media.litterati.org/images/2022/10/15/292059-ltr_1665818557.0313811_F9B69223-5CC8-4DD6-8AB7-AFC023D9204B.jpg,34207,52.6414490121,-1.1192035968,E01013755,Loc_002,48.9,High Obstruction housing areas,Leicester 018F,East Midlands (England),44.532,0.338,0.185,56.644,0.796,0.102,21.816,25.697,Urban city and town,Suntory,softdrink,drink
634bb52b3c6b645347923303,can,aluminum,fanta,https://media.litterati.org/images/2022/10/16/292059-ltr_1665905821.302545_8D56210E-D43B-4356-98BD-427198AA3EF8.jpg,34465,52.5054272341,-0.708155743983,E01026983,Loc_014,51.8,Low Obstruction housing areas,Corby 002F,East Midlands (England),30.87,0.177,0.141,47.855,1.053,-0.299,24.438,6.681,Urban city and town,cocacola,softdrink,drink
6363c45b1a5487592430ab98,can,aluminum,redbull,https://media.litterati.org/images/2022/10/16/284192-ltr-1665906961249_90761662-7aef-4b98-8b5d-5a0519f7594f.jpg,34476,54.5569547,-1.2061856,E01012083,Loc_003,51.0,Other retail commercial areas,Middlesbrough 010B,North East (England),62.154,0.383,0.259,70.785,1.709,1.392,13.513,9.628,Urban city and town,RedBull,softdrink,drink
634baf4b3c6b645347921eb9,can,aluminum,budweiser,https://media.litterati.org/images/2022/10/16/292059-ltr_1665904390.595685_0FFC0519-FF2F-4F64-B70D-DF01A609C22F.jpg,34450,52.5030833209,-0.711396465114,E01026983,Loc_015,54.2,Medium Obstruction housing areas,Corby 002F,East Midlands (England),30.87,0.177,0.141,47.855,1.053,-0.299,24.438,6.681,Urban city and town,inbev,alcohol,drink
634bd7563c6b64534792683e,can,aluminum,stellaartois,https://media.litterati.org/images/2022/10/16/292059-ltr_1665909910.252363_3E064FF0-9AAC-4379-8945-81FFE7020A43.jpg,34502,52.4077527123,-0.744052695863,E01027117,Loc_015,57.9,Industry warehousing retail sheds & science parks,Kettering 007F,East Midlands (England),12.381,0.065,0.054,15.423,-0.573,-0.994,37.729,10.617,Urban city and town,inbev,alcohol,drink
634a5c5c996a978fc3d660fb,can,aluminum,tango,https://media.litterati.org/images/2022/10/15/292059-ltr_1665817651.781465_B4BE8BA1-E1B1-4460-B2F7-6319B0FC26F8.jpg,34201,52.638382951,-1.12173547764,E01013755,Loc_003,52.0,Other retail commercial areas,Leicester 018F,East Midlands (England),44.532,0.338,0.185,56.644,0.796,0.102,21.816,25.697,Urban city and town,britvic,softdrink,drink
634920f548a907931f8d34be,wrapper,plastic,twix,https://media.litterati.org/images/2022/10/14/205922-ltr_1665729352.524839_715E2C05-AA29-4109-848F-64D522D0EE6C.jpg,33991,51.0254522572,-3.10367910789,E01029287,Loc_014,56.8,Main roads,Taunton Deane 007B,South West (England),17.831,0.097,0.078,10.639,-0.372,0.489,17.912,42.8,Urban city and town,marswrigley,candy,food
63484ef1735b816e55d91f9d,can,aluminum,pepsi,https://media.litterati.org/images/2022/10/13/292337-ltr_1665683011.9161038_BCBEEF91-2BB4-4640-A17E-B4B5F9602D46.jpg,33961,51.5046731522,-2.48611292049,E01014964,Loc_001,57.8,Main roads,South Gloucestershire 021A,South West (England),4.427,0.023,0.031,4.426,-1.787,-0.634,25.391,7.843,Urban city and town,Pepsico,softdrink,drink
